GA_ARTICLE#GA_CODEARTICLE#GA_LIBELLE#GA_CODEBARRE#GA_PVTTC
A3612401471742                   X#A3612401471742#Style Pepica A-Shape L76cm#4063055995208#24,99
A3612401471744                   X#A3612401471744#Style Pepica A-Shape L76cm#4063055995215#24,99
A3612401471746                   X#A3612401471746#Style Pepica A-Shape L76cm#4063055995222#24,99
A3612412123832                   X#A3612412123832#A-shape printed L72cm#4063055995239#24,99
A3612412123834                   X#A3612412123834#A-shape printed L72cm#4063055995246#24,99
A3612412123836                   X#A3612412123836#A-shape printed L72cm#4063055995253#24,99
A3612412123838                   X#A3612412123838#A-shape printed L72cm#4063055995260#24,99
A3612412123840                   X#A3612412123840#A-shape printed L72cm#4063055995277#24,99
A3612412123842                   X#A3612412123842#A-shape printed L72cm#4063055995284#24,99
A3612412123844                   X#A3612412123844#A-shape printed L72cm#4063055995291#24,99
A3612412123846                   X#A3612412123846#A-shape printed L72cm#4063055995307#24,99
A3612423123832                   X#A3612423123832#Midi skirt Mesh Pliss̩e printe#4063055995314#24,99
A3612423123834                   X#A3612423123834#Midi skirt Mesh Pliss̩e printe#4063055995321#24,99
A3612423123836                   X#A3612423123836#Midi skirt Mesh Pliss̩e printe#4063055995338#24,99
A3612423123838                   X#A3612423123838#Midi skirt Mesh Pliss̩e printe#4063055995345#24,99
A3612423123840                   X#A3612423123840#Midi skirt Mesh Pliss̩e printe#4063055995352#24,99
A3612423123842                   X#A3612423123842#Midi skirt Mesh Pliss̩e printe#4063055995369#24,99
A3612423123844                   X#A3612423123844#Midi skirt Mesh Pliss̩e printe#4063055995376#24,99
A3612423123846                   X#A3612423123846#Midi skirt Mesh Pliss̩e printe#4063055995383#24,99
A3612453123832                   X#A3612453123832#Style Maja Multicolor Boucl̬ L#4063056015790#24,99
A3612453123834                   X#A3612453123834#Style Maja Multicolor Boucl̬ L#4063056015806#24,99
A3612453123836                   X#A3612453123836#Style Maja Multicolor Boucl̬ L#4063056015813#24,99
A3612453123838                   X#A3612453123838#Style Maja Multicolor Boucl̬ L#4063056015820#24,99
A3612453123840                   X#A3612453123840#Style Maja Multicolor Boucl̬ L#4063056015837#24,99
A3612453123842                   X#A3612453123842#Style Maja Multicolor Boucl̬ L#4063056015844#24,99
A3612453123844                   X#A3612453123844#Style Maja Multicolor Boucl̬ L#4063056015851#24,99
A3612453123846                   X#A3612453123846#Style Maja Multicolor Boucl̬ L#4063056015868#24,99
A3760301471732G                  X#A3760301471732G#Paperbag HW solid Twill#4063055866737#24,99
A3760301471734G                  X#A3760301471734G#Paperbag HW solid Twill#4063055866751#24,99
A3760301471736G                  X#A3760301471736G#Paperbag HW solid Twill#4063055866775#24,99
A3760301471738G                  X#A3760301471738G#Paperbag HW solid Twill#4063055866799#24,99
A3760301471740G                  X#A3760301471740G#Paperbag HW solid Twill#4063055866812#24,99
A3760301471742G                  X#A3760301471742G#Paperbag HW solid Twill#4063055866836#24,99
A3760301471744G                  X#A3760301471744G#Paperbag HW solid Twill#4063055866850#24,99
A3760301471746G                  X#A3760301471746G#Paperbag HW solid Twill#4063055866874#24,99
A3762861497525E                  X#A3762861497525E#Style Denim-York,slimfit,hw,sl##0
A3762861497526E                  X#A3762861497526E#Style Denim-York,slimfit,hw,sl##0
A3762861497527E                  X#A3762861497527E#Style Denim-York,slimfit,hw,sl##0
A3762861497528E                  X#A3762861497528E#Style Denim-York,slimfit,hw,sl##0
A3762861497529E                  X#A3762861497529E#Style Denim-York,slimfit,hw,sl##0
A3762861497530E                  X#A3762861497530E#Style Denim-York,slimfit,hw,sl##0
A3762861497531E                  X#A3762861497531E#Style Denim-York,slimfit,hw,sl##0
A3762861497532E                  X#A3762861497532E#Style Denim-York,slimfit,hw,sl##0
A3762861497533E                  X#A3762861497533E#Style Denim-York,slimfit,hw,sl##0
A3762861497534E                  X#A3762861497534E#Style Denim-York,slimfit,hw,sl##0
A3762861497536E                  X#A3762861497536E#Style Denim-York,slimfit,hw,sl##0
A3762891496625E                  X#A3762891496625E#Style Denim-Crissi,casualfit,l##0
A3762891496625G                  X#A3762891496625G#Style Denim-Crissi,casualfit,l##0
A3762891496626E                  X#A3762891496626E#Style Denim-Crissi,casualfit,l##0
A3762891496626G                  X#A3762891496626G#Style Denim-Crissi,casualfit,l##0
A3762891496627E                  X#A3762891496627E#Style Denim-Crissi,casualfit,l##0
A3762891496627G                  X#A3762891496627G#Style Denim-Crissi,casualfit,l##0
A3762891496628E                  X#A3762891496628E#Style Denim-Crissi,casualfit,l##0
A3762891496628G                  X#A3762891496628G#Style Denim-Crissi,casualfit,l##0
A3762891496629E                  X#A3762891496629E#Style Denim-Crissi,casualfit,l##0
A3762891496629G                  X#A3762891496629G#Style Denim-Crissi,casualfit,l##0
A3762891496630E                  X#A3762891496630E#Style Denim-Crissi,casualfit,l##0
A3762891496630G                  X#A3762891496630G#Style Denim-Crissi,casualfit,l##0
A3762891496631E                  X#A3762891496631E#Style Denim-Crissi,casualfit,l##0
A3762891496631G                  X#A3762891496631G#Style Denim-Crissi,casualfit,l##0
A3762891496632E                  X#A3762891496632E#Style Denim-Crissi,casualfit,l##0
A3762891496632G                  X#A3762891496632G#Style Denim-Crissi,casualfit,l##0
A3762891496633E                  X#A3762891496633E#Style Denim-Crissi,casualfit,l##0
A3762891496633G                  X#A3762891496633G#Style Denim-Crissi,casualfit,l##0
A3762891496634E                  X#A3762891496634E#Style Denim-Crissi,casualfit,l##0
A3762891496634G                  X#A3762891496634G#Style Denim-Crissi,casualfit,l##0
A3762891496636E                  X#A3762891496636E#Style Denim-Crissi,casualfit,l##0
A3762891496636G                  X#A3762891496636G#Style Denim-Crissi,casualfit,l##0
A3762911497025E                  X#A3762911497025E#Style Denim-Jane,casualfit,hw,##0
A3762911497026E                  X#A3762911497026E#Style Denim-Jane,casualfit,hw,##0
A3762911497027E                  X#A3762911497027E#Style Denim-Jane,casualfit,hw,##0
A3762911497028E                  X#A3762911497028E#Style Denim-Jane,casualfit,hw,##0
A3762911497029E                  X#A3762911497029E#Style Denim-Jane,casualfit,hw,##0
A3762911497030E                  X#A3762911497030E#Style Denim-Jane,casualfit,hw,##0
A3762911497031E                  X#A3762911497031E#Style Denim-Jane,casualfit,hw,##0
A3762911497032E                  X#A3762911497032E#Style Denim-Jane,casualfit,hw,##0
A3762911497033E                  X#A3762911497033E#Style Denim-Jane,casualfit,hw,##0
A3762911497034E                  X#A3762911497034E#Style Denim-Jane,casualfit,hw,##0
A3762911497036E                  X#A3762911497036E#Style Denim-Jane,casualfit,hw,##0
A3762921497125E                  X#A3762921497125E#Style Denim-Jane,casualfit,hw,##0
A3762921497126E                  X#A3762921497126E#Style Denim-Jane,casualfit,hw,##0
A3762921497127E                  X#A3762921497127E#Style Denim-Jane,casualfit,hw,##0
A3762921497128E                  X#A3762921497128E#Style Denim-Jane,casualfit,hw,##0
A3762921497129E                  X#A3762921497129E#Style Denim-Jane,casualfit,hw,##0
A3762921497130E                  X#A3762921497130E#Style Denim-Jane,casualfit,hw,##0
A3762921497131E                  X#A3762921497131E#Style Denim-Jane,casualfit,hw,##0
A3762921497132E                  X#A3762921497132E#Style Denim-Jane,casualfit,hw,##0
A3762921497133E                  X#A3762921497133E#Style Denim-Jane,casualfit,hw,##0
A3762921497134E                  X#A3762921497134E#Style Denim-Jane,casualfit,hw,##0
A3762921497136E                  X#A3762921497136E#Style Denim-Jane,casualfit,hw,##0
A3762981497625G                  X#A3762981497625G#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497625H                  X#A3762981497625H#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497626G                  X#A3762981497626G#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497626H                  X#A3762981497626H#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497627G                  X#A3762981497627G#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497627H                  X#A3762981497627H#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497628G                  X#A3762981497628G#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497628H                  X#A3762981497628H#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497629G                  X#A3762981497629G#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497629H                  X#A3762981497629H#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497630G                  X#A3762981497630G#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497630H                  X#A3762981497630H#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497631G                  X#A3762981497631G#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497631H                  X#A3762981497631H#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497632G                  X#A3762981497632G#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497632H                  X#A3762981497632H#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497633G                  X#A3762981497633G#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497633H                  X#A3762981497633H#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497634G                  X#A3762981497634G#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497634H                  X#A3762981497634H#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497636G                  X#A3762981497636G#Denim-Wide Leg,loosefit,mw,wid##0
A3762981497636H                  X#A3762981497636H#Denim-Wide Leg,loosefit,mw,wid##0
A3763061463632E                  X#A3763061463632E#Cargo Mom Twill HW tapered leg#4063055999527#24,99
A3763061463634E                  X#A3763061463634E#Cargo Mom Twill HW tapered leg#4063055999541#24,99
A3763061463636E                  X#A3763061463636E#Cargo Mom Twill HW tapered leg#4063055999565#24,99
A3763061463638E                  X#A3763061463638E#Cargo Mom Twill HW tapered leg#4063055999589#24,99
A3763061463640E                  X#A3763061463640E#Cargo Mom Twill HW tapered leg#4063055999602#24,99
A3763061463642E                  X#A3763061463642E#Cargo Mom Twill HW tapered leg#4063055999626#24,99
A3763061463644E                  X#A3763061463644E#Cargo Mom Twill HW tapered leg#4063055999640#24,99
A3763061463646E                  X#A3763061463646E#Cargo Mom Twill HW tapered leg#4063055999664#24,99
